Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
Ireland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,41.29
Ireland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,41.29
Ireland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,41.29
Ireland,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,41.29
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,237.0
Ireland,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,237.0
Italy,Bioenergy,Biogas,Total Renewable,2015,5.0
Italy,Bioenergy,Biogas,Total Renewable,2016,5.0
Italy,Bioenergy,Biogas,Total Renewable,2017,5.0
Italy,Bioenergy,Biogas,Total Renewable,2018,5.0
Italy,Bioenergy,Biogas,Total Renewable,2019,6.0
Italy,Bioenergy,Biogas,Total Renewable,2020,5.0
Italy,Bioenergy,Biogas,Total Renewable,2021,5.0
Italy,Bioenergy,Biogas,Total Renewable,2022,5.0
Italy,Bioenergy,Biogas,Total Renewable,2023,5.0
Italy,Bioenergy,Biogas,Total Renewable,2015,1309.0
Italy,Bioenergy,Biogas,Total Renewable,2016,1325.0
Italy,Bioenergy,Biogas,Total Renewable,2017,1342.505
Italy,Bioenergy,Biogas,Total Renewable,2018,1348.35
Italy,Bioenergy,Biogas,Total Renewable,2019,1354.35
Italy,Bioenergy,Biogas,Total Renewable,2020,1351.058
Italy,Bioenergy,Biogas,Total Renewable,2021,1354.759
Italy,Bioenergy,Biogas,Total Renewable,2022,1359.674
Italy,Bioenergy,Biogas,Total Renewable,2023,1401.674
Italy,Bioenergy,Biogas,Total Renewable,2015,22.0
Italy,Bioenergy,Biogas,Total Renewable,2016,22.0
Italy,Bioenergy,Biogas,Total Renewable,2017,24.0
Italy,Bioenergy,Biogas,Total Renewable,2018,22.0
Italy,Bioenergy,Biogas,Total Renewable,2019,22.0
Italy,Bioenergy,Biogas,Total Renewable,2020,23.0
Italy,Bioenergy,Biogas,Total Renewable,2021,22.0
Italy,Bioenergy,Biogas,Total Renewable,2022,22.0
Italy,Bioenergy,Biogas,Total Renewable,2023,22.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2015,11.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2016,11.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2017,13.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2018,16.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2019,17.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2020,18.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2021,20.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2022,20.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2023,20.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2015,605.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2016,674.0
Italy,Bioenergy,Solid biofuels,Total Renewable,2017,671.108
Italy,Bioenergy,Solid biofuels,Total Renewable,2018,717.213
Italy,Bioenergy,Solid biofuels,Total Renewable,2019,710.979
Italy,Bioenergy,Solid biofuels,Total Renewable,2020,708.182
Italy,Bioenergy,Solid biofuels,Total Renewable,2021,682.464
Italy,Bioenergy,Solid biofuels,Total Renewable,2022,681.179
Italy,Bioenergy,Solid biofuels,Total Renewable,2023,681.179
Italy,Bioenergy,Liquid biofuels,Total Renewable,2015,4.0
Italy,Bioenergy,Liquid biofuels,Total Renewable,2016,4.0
Italy,Bioenergy,Liquid biofuels,Total Renewable,2017,4.276
Italy,Bioenergy,Liquid biofuels,Total Renewable,2018,3.869
Italy,Bioenergy,Liquid biofuels,Total Renewable,2019,3.869
Italy,Bioenergy,Liquid biofuels,Total Renewable,2020,3.331
Italy,Bioenergy,Liquid biofuels,Total Renewable,2021,3.331
Italy,Bioenergy,Liquid biofuels,Total Renewable,2022,3.477
Italy,Bioenergy,Liquid biofuels,Total Renewable,2023,3.477
Italy,Bioenergy,Liquid biofuels,Total Renewable,2015,996.0
Italy,Bioenergy,Liquid biofuels,Total Renewable,2016,989.0
Italy,Bioenergy,Liquid biofuels,Total Renewable,2017,982.451
Italy,Bioenergy,Liquid biofuels,Total Renewable,2018,966.843
Italy,Bioenergy,Liquid biofuels,Total Renewable,2019,944.296
Italy,Bioenergy,Liquid biofuels,Total Renewable,2020,928.695
Italy,Bioenergy,Liquid biofuels,Total Renewable,2021,915.231
Italy,Bioenergy,Liquid biofuels,Total Renewable,2022,905.292
Italy,Bioenergy,Liquid biofuels,Total Renewable,2023,905.292
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2015,415.0
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2016,409.0
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2017,408.148
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2018,411.798
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2019,395.654
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2020,401.928
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2021,417.596
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2022,395.835
Italy,Bioenergy,Renewable municipal waste,Total Renewable,2023,395.835
Italy,Wind energy,Onshore wind energy,Total Renewable,2015,9137.0
Italy,Wind energy,Onshore wind energy,Total Renewable,2016,9384.0
Italy,Wind energy,Onshore wind energy,Total Renewable,2017,9736.578
Italy,Wind energy,Onshore wind energy,Total Renewable,2018,10230.246
Italy,Wind energy,Onshore wind energy,Total Renewable,2019,10679.46
Italy,Wind energy,Onshore wind energy,Total Renewable,2020,10870.622
Italy,Wind energy,Onshore wind energy,Total Renewable,2021,11253.733
Italy,Wind energy,Onshore wind energy,Total Renewable,2022,11820.508
Italy,Wind energy,Onshore wind energy,Total Renewable,2023,12307.508
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,61807.0
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,58220.0
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,57402.252
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,57345.276
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,57405.694
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,56236.47
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,55630.391
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,56315.374
Italy,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,57284.374
Italy,Solar energy,Solar photovoltaic,Total Renewable,2015,18901.0
Italy,Solar energy,Solar photovoltaic,Total Renewable,2016,19283.0
Italy,Solar energy,Solar photovoltaic,Total Renewable,2017,19682.293
Italy,Solar energy,Solar photovoltaic,Total Renewable,2018,20107.589
Italy,Solar energy,Solar photovoltaic,Total Renewable,2019,20865.275
Italy,Solar energy,Solar photovoltaic,Total Renewable,2020,21650.04
Italy,Solar energy,Solar photovoltaic,Total Renewable,2021,22594.257
Italy,Solar energy,Solar photovoltaic,Total Renewable,2022,24555.248
Italy,Solar energy,Solar photovoltaic,Total Renewable,2023,29789.248
Italy,Solar energy,Solar thermal energy,Total Renewable,2015,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2016,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2017,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2018,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2019,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2020,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2021,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2022,6.07
Italy,Solar energy,Solar thermal energy,Total Renewable,2023,6.07
Italy,Marine energy,Marine energy,Total Renewable,2015,0.2
Italy,Marine energy,Marine energy,Total Renewable,2016,0.2
Italy,Marine energy,Marine energy,Total Renewable,2017,0.2
Italy,Marine energy,Marine energy,Total Renewable,2018,0.2
Italy,Marine energy,Marine energy,Total Renewable,2019,0.2
Italy,Marine energy,Marine energy,Total Renewable,2020,0.205
Italy,Marine energy,Marine energy,Total Renewable,2021,0.205
Italy,Marine energy,Marine energy,Total Renewable,2022,0.205
Italy,Marine energy,Marine energy,Total Renewable,2023,0.205
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2015,3982.0
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2016,3982.0
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2017,3940.38
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2018,3940.38
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2019,3940.38
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2020,3940.38
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2021,3940.38
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2022,3928.0
Italy,Pumped storage,Pumped storage,Total Non-Renewable,2023,4039.0
Italy,Geothermal energy,Geothermal energy,Total Renewable,2015,768.0
Italy,Geothermal energy,Geothermal energy,Total Renewable,2016,767.0
Italy,Geothermal energy,Geothermal energy,Total Renewable,2017,767.19
Italy,Geothermal energy,Geothermal energy,Total Renewable,2018,767.19
Italy,Geothermal energy,Geothermal energy,Total Renewable,2019,767.19
Italy,Geothermal energy,Geothermal energy,Total Renewable,2020,771.79
Italy,Geothermal energy,Geothermal energy,Total Renewable,2021,771.79
Italy,Geothermal energy,Geothermal energy,Total Renewable,2022,771.79
Italy,Geothermal energy,Geothermal energy,Total Renewable,2023,771.79
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,764.0
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,771.0
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,775.834
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,780.964
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,722.108
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,720.036
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,739.406
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,721.813
Italy,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,202.813
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2015,3610.0
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2016,3325.0
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2017,3376.602
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2018,3376.602
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2019,3303.609
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2020,3311.602
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2021,3280.552
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2022,3334.067
Italy,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Total Renewable,2023,3223.067
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,14628.0
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,14991.0
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,15109.033
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,15181.605
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,15297.097
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,15443.003
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,15528.729
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,15598.723
Italy,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,15624.723
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2015,1.0
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2016,1.0
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2017,33.75
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2018,33.75
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2019,33.75
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2020,33.75
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2021,33.75
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2022,68.22
Kosovo,Wind energy,Onshore wind energy,Total Renewable,2023,137.22
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,915.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,915.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,1288.0
Kosovo,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,1288.0
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2015,0.102
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2016,1.95
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2017,6.602
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2018,6.602
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2019,10.0
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2020,10.0
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2021,14.148
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2022,14.148
Kosovo,Solar energy,Solar photovoltaic,Total Renewable,2023,19.548
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,43.0
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,78.27
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,80.37
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,80.37
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,95.11
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,110.13
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,110.13
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,110.13
Kosovo,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,110.13
Latvia,Bioenergy,Biogas,Total Renewable,2015,7.0
Latvia,Bioenergy,Biogas,Total Renewable,2016,7.0
Latvia,Bioenergy,Biogas,Total Renewable,2017,8.0
Latvia,Bioenergy,Biogas,Total Renewable,2018,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2019,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2020,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2021,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2022,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2023,7.966
Latvia,Bioenergy,Biogas,Total Renewable,2015,52.0
Latvia,Bioenergy,Biogas,Total Renewable,2016,54.0
Latvia,Bioenergy,Biogas,Total Renewable,2017,50.288
Latvia,Bioenergy,Biogas,Total Renewable,2018,51.512
Latvia,Bioenergy,Biogas,Total Renewable,2019,50.702
Latvia,Bioenergy,Biogas,Total Renewable,2020,50.282
Latvia,Bioenergy,Biogas,Total Renewable,2021,47.071
Latvia,Bioenergy,Biogas,Total Renewable,2022,43.535
Latvia,Bioenergy,Biogas,Total Renewable,2023,43.535
Latvia,Bioenergy,Biogas,Total Renewable,2015,1.0
Latvia,Bioenergy,Biogas,Total Renewable,2016,1.0
Latvia,Bioenergy,Biogas,Total Renewable,2017,2.0
Latvia,Bioenergy,Biogas,Total Renewable,2018,1.998
Latvia,Bioenergy,Biogas,Total Renewable,2019,1.998
Latvia,Bioenergy,Biogas,Total Renewable,2020,1.998
Latvia,Bioenergy,Biogas,Total Renewable,2021,1.998
Latvia,Bioenergy,Biogas,Total Renewable,2022,1.998
Latvia,Bioenergy,Biogas,Total Renewable,2023,1.998
Latvia,Bioenergy,Solid biofuels,Total Renewable,2018,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2019,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2020,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2021,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2022,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2023,0.765
Latvia,Bioenergy,Solid biofuels,Total Renewable,2015,66.0
Latvia,Bioenergy,Solid biofuels,Total Renewable,2016,81.0
Latvia,Bioenergy,Solid biofuels,Total Renewable,2017,93.736
Latvia,Bioenergy,Solid biofuels,Total Renewable,2018,71.844
Latvia,Bioenergy,Solid biofuels,Total Renewable,2019,96.182
Latvia,Bioenergy,Solid biofuels,Total Renewable,2020,95.302
Latvia,Bioenergy,Solid biofuels,Total Renewable,2021,93.955
Latvia,Bioenergy,Solid biofuels,Total Renewable,2022,89.602
Latvia,Bioenergy,Solid biofuels,Total Renewable,2023,78.602
Latvia,Wind energy,Onshore wind energy,Total Renewable,2015,68.165
Latvia,Wind energy,Onshore wind energy,Total Renewable,2016,69.905
Latvia,Wind energy,Onshore wind energy,Total Renewable,2017,77.105
Latvia,Wind energy,Onshore wind energy,Total Renewable,2018,78.172
Latvia,Wind energy,Onshore wind energy,Total Renewable,2019,78.172
Latvia,Wind energy,Onshore wind energy,Total Renewable,2020,78.172
Latvia,Wind energy,Onshore wind energy,Total Renewable,2021,77.129
Latvia,Wind energy,Onshore wind energy,Total Renewable,2022,82.433
Latvia,Wind energy,Onshore wind energy,Total Renewable,2023,141.233
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,1149.0
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,1149.34
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,1145.045
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,1135.609
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,1112.119
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,1117.865
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,1116.345
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,1090.274
Latvia,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,1045.274
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2016,0.69
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2017,0.69
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2018,1.962
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2019,3.302
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2020,5.102
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2021,7.155
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2022,113.0
Latvia,Solar energy,Solar photovoltaic,Total Renewable,2023,353.0
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,1587.694
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,1564.197
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,1564.318
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,1564.985
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,1586.69
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,1586.276
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,1587.23
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,1587.73
Latvia,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,1566.73
Lithuania,Bioenergy,Biogas,Total Renewable,2015,10.0
Lithuania,Bioenergy,Biogas,Total Renewable,2016,10.0
Lithuania,Bioenergy,Biogas,Total Renewable,2017,10.0
Lithuania,Bioenergy,Biogas,Total Renewable,2018,20.0
Lithuania,Bioenergy,Biogas,Total Renewable,2019,20.0
Lithuania,Bioenergy,Biogas,Total Renewable,2020,21.0
Lithuania,Bioenergy,Biogas,Total Renewable,2021,22.0
Lithuania,Bioenergy,Biogas,Total Renewable,2022,22.0
Lithuania,Bioenergy,Biogas,Total Renewable,2023,1.0
Lithuania,Bioenergy,Biogas,Total Renewable,2015,5.0
Lithuania,Bioenergy,Biogas,Total Renewable,2016,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2017,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2018,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2019,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2020,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2021,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2022,9.0
Lithuania,Bioenergy,Biogas,Total Renewable,2015,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2016,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2017,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2018,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2019,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2020,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2021,6.0
Lithuania,Bioenergy,Biogas,Total Renewable,2022,6.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2015,45.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2016,39.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2017,45.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2018,62.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2019,63.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2020,63.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2021,58.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2022,62.0
Lithuania,Bioenergy,Solid biofuels,Total Renewable,2023,196.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2015,5.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2016,7.5
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2017,8.5
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2018,7.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2019,7.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2020,17.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2021,20.5
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2022,19.0
Lithuania,Bioenergy,Renewable municipal waste,Total Renewable,2023,18.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2015,436.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2016,509.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2017,518.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2018,533.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2019,534.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2020,540.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2021,671.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2022,946.0
Lithuania,Wind energy,Onshore wind energy,Total Renewable,2023,1287.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,2101.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,2101.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,1742.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,1720.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,1719.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,1738.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,1734.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,1730.0
Lithuania,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,1702.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2017,3.669
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2018,10.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2019,30.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2020,84.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2021,171.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2022,171.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2023,171.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2015,69.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2016,70.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2017,70.082
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2018,72.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2019,73.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2020,80.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2021,84.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2022,401.0
Lithuania,Solar energy,Solar photovoltaic,Total Renewable,2023,994.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2015,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2016,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2017,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2018,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2019,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2020,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2021,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2022,760.0
Lithuania,Pumped storage,Pumped storage,Total Non-Renewable,2023,760.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,33.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,36.5
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,36.5
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,38.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,40.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,56.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,56.5
